adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
False,866398,en,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,315.332,2024-01-08,The Beekeeper,7.435,2224
False,339846,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",314.003,2017-05-25,Baywatch,6.091,7791
False,1107387,zh,忠犬八公,"This is the story of a puppy that touched hundreds of millions of people around the world. Hachiko (/Batong) is a cute Chinese pastoral dog. He met his destined owner Chen Jingxiu in the vast crowd and became a member of the Chen family. With the passage of time, the once beautiful home is no longer there, but Batong is still waiting where it is, and its fate is closely tied to its family. This film is adapted from the original script ""Hachiko"" by Kaneto Shindo.",313.494,2023-03-31,Hachiko,7.5,20
False,843527,en,The Idea of You,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet.",313.468,2024-05-02,The Idea of You,7.5,156
False,1181548,en,Heart of the Hunter,A retired assassin is pulled back into action when his friend uncovers a dangerous conspiracy at the heart of the South African government.,310.022,2024-03-28,Heart of the Hunter,5.9,79
False,609768,en,Dear David,"Shortly after comic artist Adam responds to Internet trolls, he begins experiencing sleep paralysis. As he chronicles increasingly malevolent occurrences in a series of tweets, Adam begins to believe he is being haunted by the ghost of a dead child named David.",310.006,2023-10-13,Dear David,4.264,36
False,383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,306.996,2018-05-10,Deadpool 2,7.487,17024
False,424139,en,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",302.196,2018-10-18,Halloween,6.553,4517
False,635,en,Angel Heart,"Harry Angel, a down-and-out Brooklyn detective, is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",301.259,1987-03-06,Angel Heart,7.1,1444
False,297802,en,Aquaman,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",297.452,2018-12-07,Aquaman,6.9,13653
False,59053,it,La Riffa,"Struggling with a financial crisis, a good-looking widow decides to put herself up for grabs. However, going through with it becomes almost impossible with a new love and the legal system thrown into the mix.",297.189,1991-11-15,The Raffle,6.7,136
False,287947,en,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,295.724,2019-03-29,Shazam!,7.017,9188
False,1022796,en,Wish,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",295.203,2023-11-13,Wish,6.464,1154
False,8920,en,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",295.017,2004-06-10,Garfield,5.696,3818
False,617127,en,Blade,A film set in the Marvel Cinematic Universe (MCU) based on the Marvel Comics character of the same name.,294.884,2025-11-05,Blade,0.0,0
False,339403,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",291.036,2017-06-28,Baby Driver,7.449,15162
False,395990,en,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,291.024,2018-03-02,Death Wish,6.2,2462
False,68730,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",290.061,2016-12-22,Silence,7.126,2952
False,1072790,en,Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",288.349,2023-12-21,Anyone But You,7.08,1442
False,399170,en,Logan Lucky,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",287.26,2017-08-17,Logan Lucky,6.731,3356
False,16281,en,Creepshow,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.",285.858,1982-11-10,Creepshow,6.93,958
False,335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",284.729,2018-09-28,Venom,6.827,15289
False,64635,en,Total Recall,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",280.491,2012-08-02,Total Recall,6.012,5295
False,1239251,en,Megamind vs. the Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.",280.271,2024-03-29,Megamind vs. the Doom Syndicate,5.0,69
False,378018,en,The Void,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",279.393,2016-09-22,The Void,5.939,1156
False,1219685,fr,Un père idéal,,274.435,2024-04-21,Un père idéal,0.0,0
False,235,en,Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",271.314,1986-08-08,Stand by Me,7.852,5611
False,624091,id,Sri Asih,"Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger.",270.35,2022-11-17,Sri Asih,6.185,84
False,1111873,en,Abigail,"After a group of would-be criminals kidnap the 12 year old ballerina daughter of a powerful underworld figure, all they have to do to collect a $50 million ransom is watch the girl overnight. In an isolated mansion, the captors start to dwindle, one by one, and they discover, to their mounting horror, that they’re locked inside with no normal little girl.",269.968,2024-04-18,Abigail,6.9,86
False,437342,en,The First Omen,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",268.506,2024-04-03,The First Omen,6.611,135
False,845783,en,Baghead,"Following the death of her estranged father, Iris learns she has inherited a run-down, centuries-old pub. She travels to Berlin to identify her father’s body and meet with The Solicitor to discuss the estate. Little does she know, when the deed is signed she will become inextricably tied to an unspeakable entity that resides in the pub’s basement – Baghead – a shape-shifting creature that can transform into the dead.",266.167,2023-12-28,Baghead,6.829,167
False,467407,ja,ココロとカラダ,"A few years ago,  when Tomomi (Hiroko Akune) was on the way home from school, she saw her friend Keiko (Misaki Mori) about to be raped by a man. Tomomi hit the man in the head with a stone and saved Keiko.  In the present, Keiko, has buried her past, sells her body in Tokyo. One day, Keiko is contacted by Tomomi. They haven't spoken since their high school graduation. They meet and Keiko lets Tomomi stay at her apartment. Soon, the bizarre lives of the two women begins, with Tomomi also selling her body.",265.534,2004-12-11,Kokoro to Karada,7.5,5
