adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
False,25095,en,Wuthering Heights,"Young orphan Heathcliff is adopted by the wealthy Earnshaw family and moves into their estate, Wuthering Heights. Soon, the new resident falls for his compassionate foster sister, Cathy. The two share a remarkable bond that seems unbreakable until Cathy, feeling the pressure of social convention, suppresses her feelings and marries Edgar Linton, a man of means who befits her stature. Heathcliff vows to win her back.",31.337,1992-10-16,Wuthering Heights,6.6,262
False,11563,cn,師弟出馬,"Youthful martial arts master Lung is searching for his missing brother, when he is mistaken for a criminal on the run.  He must prove his innocence by solving the case himself, while local lawmen and merciless mercenaries are hot on his trail.",31.334,1980-02-09,The Young Master,6.9,194
False,50725,en,Take Me Home Tonight,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",31.33,2011-03-04,Take Me Home Tonight,5.968,642
False,738215,en,Barbie: Princess Adventure,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",31.328,2020-09-01,Barbie: Princess Adventure,7.0,230
False,13803,en,Amusement,"While being interrogated by a police psychiatrist, the near-catatonic Tabitha tries to explain why she and two of her childhood friends are being hunted by a serial killer. The truth that's dying to come out weaves together three tragic secrets from their past. Two of the girls' boyfriends become unwitting targets in their deadly game.",31.325,2008-10-09,Amusement,5.623,341
False,9876,en,Stop! Or My Mom Will Shoot,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on.",31.323,1992-02-21,Stop! Or My Mom Will Shoot,5.289,968
False,662237,ko,새콤달콤,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",31.315,2021-06-04,Sweet & Sour,7.754,167
False,9669,ja,リング 2,"While investigating the horrifying death of her boyfriend, Mai Takano learns about a videotape haunted by the spirit of a disturbing girl named Sadako, which kills anyone who watches it exactly one week later. When her boyfriend’s son, Yoichi, starts to develop the same psychic abilities as Sadako, Takano must find a way to keep the boy and herself from becoming the next victims.",31.308,1999-01-23,Ring 2,5.717,391
False,1770,en,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",31.299,1996-10-25,Michael Collins,6.898,444
False,11863,en,Jade,"Someone does a nasty hatchet job on a San Francisco big shot and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",31.298,1995-10-13,Jade,5.404,251
False,333667,en,Rock Dog,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",31.296,2016-07-08,Rock Dog,6.2,281
False,1098110,de,Blood & Gold,"At the end of World War II, a German soldier is looking for his daughter while an SS troop is looking for a Jewish treasure.",31.294,2023-04-21,Blood & Gold,6.6,345
False,1145645,tl,Kamadora,"Ica works as a sales lady in a department store. With her charm and sex appeal, she gets the attention of her male boss. But unknown to everyone, a dark persona lies under her beautiful face.",31.283,2023-08-11,Kamadora,1.5,2
False,10973,en,Creature from the Black Lagoon,"When scientists exploring the Amazon River stumble on a “missing link” connecting humans and fish, they plan to capture it for later study. But the Creature has plans of his own, and has set his sights on the lead scientist's beautiful fiancée, Kay.",31.283,1954-03-05,Creature from the Black Lagoon,6.824,725
False,455714,th,ฉลาดเกมส์โกง,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",31.282,2017-05-03,Bad Genius,7.9,747
False,103328,fr,Holy Motors,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",31.281,2012-07-02,Holy Motors,7.014,1093
False,12154,en,3 Men and a Baby,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,31.28,1987-11-27,3 Men and a Baby,6.2,961
False,809787,en,Mafia Mamma,"A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",31.279,2023-04-13,Mafia Mamma,6.116,219
False,960139,fr,La Maison,"Emma, a French novelist aged 27, decide to go to Berlin and join a brothel to uncover the prostitution world, the subject of her new book. Such as gonzo journalism, Emma become a prostitute and her experience, which was supposed to last a few weeks, will last two years. Was writing her book an excuse for Emma to live a shameful fantasy?",31.276,2022-11-16,The House,6.1,74
False,429450,ko,판도라,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",31.276,2016-12-07,Pandora,7.552,444
False,256924,en,Danny Collins,An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.,31.274,2015-03-19,Danny Collins,6.764,497
False,9405,en,Double Team,"A CIA agent is interned for failing to kill an international terrorist. Escaping from his island exile, he teams up with a flamboyant arms dealer and sets out to find the terrorist and rescue the agent's family. Together they're a two-man arsenal... with enough voltage to rock the free world.",31.274,1997-04-04,Double Team,5.135,724
False,25376,es,El secreto de sus ojos,"Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",31.273,2009-08-13,The Secret in Their Eyes,8.002,2420
False,19405,en,Recess: School's Out,"The school year is finally ending, and T.J. Detweiler is looking forward to summer. But boredom quickly sets in when his friends leave for camp — until T.J. uncovers an evil plot to do away with summer vacation! A crazy former principal, Dr. Benedict, is planning to use a laser beam to alter the weather and create permanent winter. Faced with the dire threat of year-round school, T.J. rounds up the RECESS gang and bands together with some unexpected allies — Miss Finster and Principal Prickly — in a nonstop adventure to save everyone's summer break. As the kids discover the heroes inside themselves, a platoon of wacky characters, far-out music, and sci-fi surprises turn this madcap mission into a major victory for fun!",31.271,2001-02-16,Recess: School's Out,6.6,324
False,416234,en,Winchester,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",31.266,2018-02-02,Winchester,5.9,1672
False,14069,ja,時をかける少女,"When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.",31.262,2006-07-15,The Girl Who Leapt Through Time,7.778,1949
False,491472,en,At Eternity's Gate,"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him.",31.259,2018-11-15,At Eternity's Gate,6.943,1411
False,140420,en,Paperman,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,31.258,2012-11-02,Paperman,7.998,1667
False,10107,en,Firehouse Dog,"Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",31.253,2007-04-04,Firehouse Dog,5.8,168
False,12094,en,Jackass Number Two,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",31.252,2006-09-22,Jackass Number Two,6.5,1090
False,11132,en,Confessions of a Teenage Drama Queen,"When the always dramatic Lola and her family move form the center of everything in New York City to the center of a cultural wasteland in suburban New Jersey, she feels her life is simply not worth living! But no matter who or what gets in the way, Lola won't give up on her life's ambition: to be a star! In a crowd-pleasing movie treat bursting with music, dance and excitement, Lola's fun-filled adventure won't be glamorous or easy, but it might just show her that real life could exceed even her wildest dreams!",31.251,2004-02-17,Confessions of a Teenage Drama Queen,5.6,856
False,3482,en,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",31.251,1964-09-24,The Train,7.52,302
False,1738,en,Next,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",31.251,2007-04-25,Next,6.082,2849
False,888321,de,Corsage,"A fictional account of one year in the life of Empress Elisabeth of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image.",31.244,2022-07-07,Corsage,6.297,182
False,9385,fr,Les 12 travaux d'Astérix,"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"".",31.235,1976-06-26,The Twelve Tasks of Asterix,7.334,1175
False,200505,en,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",31.233,2014-04-11,Draft Day,6.72,880
False,10024,en,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",31.233,2009-06-26,My Sister's Keeper,7.363,2021
False,287426,en,Shelter,"Hannah and Tahir fall in love while homeless on the streets of New York. Shelter explores how they got there, and as we learn about their pasts we realize they need each other to build a future.",31.231,2014-09-12,Shelter,5.939,97
False,65086,en,The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",31.229,2012-02-03,The Woman in Black,6.132,3364
False,8290,fr,La Grande Vadrouille,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops - and the consequences of their own blunders.",31.228,1966-12-08,Don't Look Now... We're Being Shot At!,7.923,1283
False,1000475,en,River Wild,Follows a pair of siblings who love but distrust each other as they embark on a white-water rafting trip with a small group. One of their friends from childhood turns out to be more dangerous than he appears.,31.226,2023-08-01,River Wild,6.555,137
False,42700,en,The Night of the Generals,"A German intelligence officer investigates a prostitute's killing in Warsaw during World War II. He lands on three major Nazi generals as suspects, two of whom are also involved in a plot to kill Adolf Hitler.",31.225,1967-01-29,The Night of the Generals,6.758,149
False,504903,ko,불륜 동창회,"Five college alumni gathered at a pension after a long time. We are happy to share our past memories, but do you really have a different purpose?! Yoon-jae visits Eugene, whom he had a crush on in college. A set meal enjoyed by two female classmates. The affair reunion is about to begin, with different ways of having fun...",31.224,2018-03-02,Adultery Alumni Association,6.85,10
False,84334,en,Searching for Sugar Man,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock 'n' roller, Rodriguez.",31.22,2012-06-30,Searching for Sugar Man,7.883,879
False,765172,en,Rise of the Teenage Mutant Ninja Turtles: The Movie,"When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",31.218,2022-08-04,Rise of the Teenage Mutant Ninja Turtles: The Movie,7.3,160
False,633802,ru,Приворот. Чёрное венчание,Terror strikes when a heartbroken woman uses black magic to get her husband back.,31.213,2021-02-11,Dark Spell,6.6,167
False,1024530,en,Grimcutty,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,31.212,2022-10-10,Grimcutty,5.2,344
False,814340,en,Cha Cha Real Smooth,"Fresh out of college and stuck at his New Jersey home without a clear path forward, 22-year-old Andrew begins working as a party starter for bar/bat mitzvahs—where he strikes up a unique friendship with a young mom and her teenage daughter.",31.21,2022-06-17,Cha Cha Real Smooth,7.13,288
False,18196,en,The Sentinel,"When a beautiful model, Alison Parker, rents an apartment in a gloomy New York brownstone, little does she realize that an unspeakable horror awaits her behind its doors... a mysterious gateway to hell.",31.209,1977-01-07,The Sentinel,6.1,187
False,10464,en,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",31.206,1994-08-12,"Corrina, Corrina",6.662,416
False,13960,en,ATL,"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",31.203,2006-03-31,ATL,6.921,145
False,3509,en,A Scanner Darkly,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,31.201,2006-07-07,A Scanner Darkly,6.8,1672
False,294993,zh,黄飞鸿之英雄有梦,"In 1868 during the late Qing Dynasty, rampant corruption on the Imperial Court inflicts much suffering in people's lives. For years, the Black Tiger’s fearsome boss Lei Gong has been trying to get rid of the leader of the Northern Sea. One of his latest recruits is Fei, a fearless fighter who takes the Northern Sea leader’s head after a fierce fight. Just as Lei Gong believes he has total control of the port, a new gang called the Orphans rises in power. Led by Fei’s childhood friend Huo, the Orphans are out to eliminate all the criminal power from the port…",31.196,2014-11-20,Rise of the Legend,6.2,162
False,10656,fr,Subway,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals.",31.196,1985-04-10,Subway,6.531,420
False,9647,en,Scrooged,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",31.194,1988-11-22,Scrooged,6.8,1444
False,430354,en,Bushwick,"When an unknown military force invades Bushwick, a Brooklyn neighborhood, young student Lucy and war veteran Stupe must rely on each other to escape and survive.",31.187,2017-08-25,Bushwick,5.086,446
False,1725,en,West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two romantics, one from each gang, fall in love leading to tragedy.",31.187,1961-12-13,West Side Story,7.263,1808
False,597922,en,The Greatest Beer Run Ever,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",31.184,2022-09-30,The Greatest Beer Run Ever,7.58,654
False,14863,en,Anaconda 3: Offspring,"Cancer-terminal tycoon Peter Murdoch's secret Wexel Hall Pharmaceuticals lab has developed a blood orchid extract cure. To examine why it works optimally in snakes, they also bread a super-anaconda strain. But the original pair escapes, leaving a bloody trail of human corpses. Murdoch runs, instructing his staff to clean up. They keep failing and being eaten like unsuspecting locals, some alive, even after enlisting ruthless big game hunter Hammett. The fast-growing pregnant monster sheds its skin, thus disabling the only tracking device they have.",31.182,2008-07-26,Anaconda 3: Offspring,4.697,292
False,11442,en,Halloween: Resurrection,Reality programmers at DangerTainment select a group of thrill-seeking teenagers to spend one night in the childhood home of serial killer Michael Myers. Their planned live broadcast turns deadly when Michael decides to crash the party.,31.181,2002-07-01,Halloween: Resurrection,4.6,1192
False,172533,en,Drinking Buddies,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer.",31.179,2013-08-23,Drinking Buddies,5.935,773
False,25934,en,"To Sir, with Love","A British Guianese engineer starts a job as a high school teacher in London’s East End, where his uninterested and delinquent pupils are in desperate need of attention and care.",31.179,1967-06-14,"To Sir, with Love",7.483,296
False,340611,en,Indignation,"In 1951, Marcus Messner, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with anti-Semitism, sexual repression, and the ongoing Korean War.",31.174,2016-07-29,Indignation,6.372,258
False,11529,en,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",31.174,2002-09-26,Sweet Home Alabama,6.394,1445
False,9683,en,Bubble Boy,"Jimmy is a young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy – bubble suit and all – treks cross-country to stop her.",31.174,2001-08-24,Bubble Boy,5.701,539
False,336,it,Giù la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",31.173,1971-10-20,"Duck, You Sucker",7.716,1011
False,13490,en,Welcome Home Roscoe Jenkins,"When a celebrated TV show host returns to his hometown in the South, his family is there to remind him that going home is no vacation!",31.171,2008-02-08,Welcome Home Roscoe Jenkins,5.996,270
False,44244,en,Camp Rock 2: The Final Jam,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",31.162,2010-09-17,Camp Rock 2: The Final Jam,6.3,1479
False,31962,en,Shining Through,"Spirited New Yorker Linda Voss goes to work for international lawyer and secret Office of Strategic Services operative Ed Leland just before World War II. As they fall in love, the United States enters the fight against Hitler, and Linda volunteers to work for Ed spying undercover behind Nazi lines. Assigned to uncover information about a German bomb, Linda also has personal motives to fulfill: discovering the fate of her Jewish family members in Berlin.",31.16,1992-01-31,Shining Through,6.5,185
False,11169,en,Spartan,"U.S. government agent Scott is assigned to rescue the daughter of a high-ranking government official. As willing as he is to bend the rules to get things done, though, Scott is shocked to find that others are willing to go even further to protect a political career.",31.16,2004-03-12,Spartan,6.2,348
False,9333,en,Last Man Standing,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",31.154,1996-09-20,Last Man Standing,6.318,823
False,10366,en,Universal Soldier: The Return,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When SETH, the supercomputer-controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles SETH and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",31.15,1999-08-05,Universal Soldier: The Return,5.922,1229
False,621876,en,Flora & Ulysses,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.",31.148,2021-02-19,Flora & Ulysses,6.535,231
False,460229,en,Kiss and Kill,"A reckless night of indiscretion and lust leads a woman into the dark world of blackmail and murder. When revealing photos of her sexual tryst unexpectedly surface, Katy is forced to submit to whatever her tormentors desire.",31.148,2017-08-08,Kiss and Kill,5.181,47
False,28981,en,Escape to Athena,"During the World War II, the prisoners of a German camp in a Greek island are trying to escape. They not only want their freedom, but also seek an ineffable treasure hidden in a monastery at the summit of the island's mountain.",31.147,1979-05-21,Escape to Athena,5.6,100
False,11676,en,Nothing to Lose,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",31.146,1997-07-18,Nothing to Lose,6.52,576
False,645886,en,The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,31.137,2021-11-24,The Unforgivable,7.446,1747
False,21481,en,Twitches,"Twins separated at birth, Camryn and Alex meet by chance for the first time on their 21st birthday and discover they're witches with the power to save their homeland of Coventry from the evil that threatens it. But when Camryn leaves Alex to face the darkness alone, will Coventry be doomed? Or will the sisters multiply their magic by standing together?",31.137,2005-10-14,Twitches,6.72,490
False,58857,ja,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,31.13,2010-09-09,13 Assassins,7.297,1067
False,848791,en,The Stranger,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",31.128,2022-10-06,The Stranger,6.133,290
False,8291,en,Poetic Justice,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",31.127,1993-07-23,Poetic Justice,6.8,239
False,242042,en,Barefoot,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.",31.124,2014-02-02,Barefoot,6.586,592
False,227783,en,The Nut Job,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",31.124,2014-01-17,The Nut Job,5.764,907
False,791177,it,Bones and All,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",31.123,2022-11-18,Bones and All,7.076,1219
False,6038,en,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",31.122,2003-02-06,Shanghai Knights,6.134,2165
False,1024546,en,Detective Knight: Rogue,"As Los Angeles prepares for Halloween, mask-wearing armed robbers critically wound detective James Knight’s partner in a shootout following a heist. With Knight in hot pursuit, the bandits flee L.A. for New York, where the detective’s dark past collides with his present case and threatens to tear his world apart…unless redemption can claim Knight first.",31.121,2022-10-21,Detective Knight: Rogue,6.288,139
False,644089,en,Blue Bayou,"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",31.119,2021-09-10,Blue Bayou,7.5,248
False,9559,en,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",31.119,1993-11-24,A Perfect World,7.473,1573
False,1115579,en,Lost Soulz,"A rapper leaves everything behind and embarks on an odyssey of self discovery, music, and friendship in the heart of Texas.",31.113,2024-05-03,Lost Soulz,0.0,0
False,43360,fr,Le Plaisir,"Three stories about the pleasure. The first one is about a man hiding his age behind a mask to keep going to balls and fancying women - pleasure and youth. Then comes the long tale of Mme Tellier taking her girls (whores) to the country for attending her niece's communion - pleasure and purity. And lastly, Jean the painter falling in love with his model - pleasure and death.",31.108,1952-02-29,Le Plaisir,7.509,113
False,102629,en,El Gringo,"A man crossing into Mexico with a satchel of $2,000,000—and a bloody past—finds himself under sudden attack in the sleepy town of El Fronteras.",31.103,2012-05-10,El Gringo,6.2,187
False,15907,en,Duma,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,31.101,2005-04-22,Duma,7.3,186
False,14636,en,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",31.101,2007-04-27,The Condemned,6.062,746
False,10393,en,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",31.1,2000-08-11,The Replacements,6.639,888
False,417261,en,Forever My Girl,"After being gone for a decade, a country star returns home to the love he left behind.",31.098,2018-01-26,Forever My Girl,7.612,1169
False,15691,en,Doctor Who,The Seventh Doctor becomes the Eighth. And on the streets of San Francisco – alongside new ally Grace Holloway - he battles the Master.,31.098,1996-05-12,Doctor Who,6.206,206
False,4944,en,Burn After Reading,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",31.092,2008-09-05,Burn After Reading,6.647,4511
False,13567,en,Sleepaway Camp,"After a terrible boating accident, Angela Baker is sent to Camp Arawak, where a series of bizarre and violent ""accidents"" begin to claim the lives of various campers.",31.089,1983-11-18,Sleepaway Camp,6.301,635
False,10765,en,Private Benjamin,A sheltered young high society woman joins the US Army on a whim and finds herself in a more difficult situation than she ever expected.,31.088,1980-10-06,Private Benjamin,5.9,356
False,549514,en,Fatale,"After a one-night stand, a successful married man finds himself entangled and tricked in a female detective's latest investigation murder scheme.",31.085,2020-12-18,Fatale,6.01,314
False,400,en,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,31.083,1995-12-01,Things to Do in Denver When You're Dead,6.501,356
False,936621,ko,물오징어6969,"Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them.",31.081,2022-01-27,Sex Game 6969,5.3,7
False,139455,en,Silent Night,"As their small Midwestern town prepares for its annual Christmas Eve parade, Sheriff and his deputy discover that a maniac in a Santa suit is murdering those he judges as naughty.",31.081,2012-11-30,Silent Night,5.2,291
False,11198,cn,城市獵人,"A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",31.081,1993-01-01,City Hunter,6.549,357
